Дата,original,fitted_simple,forecast_simple,fitted_holt,forecast_holt,fitted_hw,forecast_hw
2023-01-24,40.2,40.15729150268068,,40.21567464645692,,40.167610879446585,
2023-01-24,40.2,40.19448420630853,,40.25214128126807,,40.22385644721794,
2023-01-25,40.25,40.19928763637317,,40.257122913373465,,40.25136457474535,
2023-01-25,40.25,40.24345050861235,,40.30097304657062,,40.304004287797085,
2023-01-26,40.25,40.24915413452719,,40.30696332323015,,40.53323032983031,
2023-01-26,40.25,40.24989075664724,,40.3077816426249,,40.23381525464135,
2023-01-30,40.25,40.24998589124334,,40.307893431557176,,40.27606822628232,
2023-01-31,40.2,40.249998177856966,,40.30790870281368,,40.233900971496816,
2023-01-31,40.0,40.20645725444159,,40.264741186324756,,40.21221110947635,
2023-02-01,40.1,40.02666391217404,,40.08616574987643,,40.12033455620296,
2023-02-01,40.1,40.0905286592604,,40.14811013149618,,40.06501149885914,
2023-02-02,39.95,40.098776778281135,,40.15657222628019,,40.082468094142754,
2023-02-03,39.8,39.969214490478215,,40.02821940768182,,39.98014161637233,
2023-02-06,39.8,39.8218540168273,,39.881176584685406,,39.85285387046892,
2023-02-06,39.8,39.80282244180234,,39.86108936655573,,39.855320946267696,
